source,name,diameter_m,velocity_km_s,distance_km,risk_factor,mitigation_strategy
CAD,2025 RN4,0.007086976017544833,5.27488714255475,65697.63253681979,99.3,Research into long-term planetary defense strategies.
CAD,2025 SJ2,0.016891217847923568,7.51997105234807,3050846.283444612,69.5,Debris shielding for satellites in orbit.
CAD,2025 SJ,0.02440399700963003,6.88962589536562,5864870.286105203,41.4,Satellite observation to track fragmenting meteors.
CAD,2025 QV6,0.040407405237145616,6.85771251181302,6932393.640575342,30.7,Secure critical infrastructure in potential impact zones.
CAD,2025 SB,0.017883847715305348,9.56277776696351,2009901.1592816592,79.9,Meteor insurance programs for property damage.
CAD,2025 QR1,0.15720304829327966,8.74750785211092,7547109.253305324,24.5,Use nuclear devices only as last-resort deflection.
CAD,2025 RO2,0.027193240465619706,13.753102731494,477047.3136696847,95.2,Research into long-term planetary defense strategies.
CAD,2025 RN2,0.055266372910376754,16.3454529090884,4609009.676242564,53.9,Fire suppression readiness in case of fireball impacts.
CAD,2025 QD2,0.0298167952530305,5.64528084966993,9113279.687817564,8.9,Evacuation of high-risk areas if impact is imminent.
CAD,2025 RY2,0.019251339951379606,4.25337163025517,3676179.611436089,63.2,Reinforcement of buildings against shockwaves.
CAD,2025 SQ10,0.1050173277458508,15.7961007861895,6891371.123300507,31.1,Secure critical infrastructure in potential impact zones.
CAD,2025 SN2,0.008051206451620219,11.7886942600667,522339.26992775756,94.8,Post-impact environmental monitoring plans.
CAD,2025 RK5,0.02577869707191567,5.14864117528891,9334761.062580511,6.7,Evacuation of high-risk areas if impact is imminent.
CAD,2025 RA6,0.013920696437461721,7.03409078888334,5691359.8709076075,43.1,Satellite observation to track fragmenting meteors.
CAD,2025 SR,0.028593081562447456,14.4302029905254,6770492.028219404,32.3,Secure critical infrastructure in potential impact zones.
CAD,2025 SC3,0.01132559332527291,12.5380889091148,1311243.5828477459,86.9,Analysis of meteor composition for chemical hazards.
CAD,2025 RP3,0.0040818868613728045,10.7834833244206,121308.12019588235,98.8,Research into long-term planetary defense strategies.
CAD,2025 RJ2,0.003858877242183777,5.42788818696524,301283.39341649343,97.0,Research into long-term planetary defense strategies.
CAD,2025 RD2,0.014469747847984223,6.12284162471892,1122719.4324339558,88.8,Analysis of meteor composition for chemical hazards.
CAD,2025 RZ2,0.022806621923181676,18.9958527797534,203154.38075976263,98.0,Research into long-term planetary defense strategies.
CAD,2025 SJ12,0.008341822856382288,13.4924760244116,1709152.4147366905,82.9,Temporary exclusion zones around predicted impact sites.
CAD,2025 SB9,0.0033578474595756533,10.3508117573486,670296.7660131144,93.3,Post-impact environmental monitoring plans.
CAD,2025 SX1,0.007586840661110855,10.8631066435887,125564.34521001622,98.7,Research into long-term planetary defense strategies.
CAD,2025 QK9,0.052536479016599774,8.40893315346364,1594003.3413730406,84.1,Temporary exclusion zones around predicted impact sites.
CAD,2025 SG2,0.025814336271090418,8.86169527419137,6004486.09849596,40.0,Satellite observation to track fragmenting meteors.
CAD,2025 SU,0.007366496097323373,10.2647774597876,267419.09270714154,97.3,Research into long-term planetary defense strategies.
CAD,2025 SS14,0.028435506152326828,11.1298851930566,5984029.230822854,40.2,Satellite observation to track fragmenting meteors.
CAD,2025 ST7,0.018099266013024168,10.3388038942315,4090575.073430123,59.1,Marine alerts for potential tsunami from ocean impacts.
CAD,2025 SW3,0.026464333638664135,8.11537500973156,8098050.214736196,19.0,Deploy kinetic impactor to change asteroid trajectory.
CAD,2025 SA2,0.013869505052417318,7.06209517230263,5859432.079146601,41.4,Satellite observation to track fragmenting meteors.
CAD,2025 RT3,0.013172280281218685,15.1011483738163,1021110.0128811197,89.8,Analysis of meteor composition for chemical hazards.
CAD,2025 SC,0.0033826803694614396,3.20827300789639,465032.4850125551,95.3,Research into long-term planetary defense strategies.
CAD,2025 SZ20,0.022359442101099032,8.98869831277033,7857239.8950294,21.4,Use nuclear devices only as last-resort deflection.
CAD,2025 SP4,0.061413091929124655,21.7359703562094,6911606.0251033865,30.9,Secure critical infrastructure in potential impact zones.
CAD,2025 FA22,0.16613493393809828,10.7855582952058,842056.1506845125,91.6,Post-impact environmental monitoring plans.
CAD,2025 RC2,0.018987201664958243,18.5552854359089,1615208.390370367,83.8,Temporary exclusion zones around predicted impact sites.
CAD,2010 WU8,0.05134060275298525,6.98166904963998,9322729.197128633,6.8,Evacuation of high-risk areas if impact is imminent.
CAD,2025 SZ2,0.028148869854613973,12.3433702424881,5114127.136243319,48.9,Emergency medical preparation for blast injuries.
CAD,2025 RP2,0.02940769348533003,7.74233206946737,4328749.754247554,56.7,Marine alerts for potential tsunami from ocean impacts.
CAD,2025 SZ1,0.017679133003338496,11.2205556611185,1247173.295370221,87.5,Analysis of meteor composition for chemical hazards.
CAD,2025 SX2,0.02126478338490219,6.42528168202154,1422584.5211876472,85.8,Analysis of meteor composition for chemical hazards.
CAD,2025 RL2,0.02230801681130317,9.66226441660113,216486.18501215416,97.8,Research into long-term planetary defense strategies.
CAD,2025 SY1,0.00164991269097277,7.85178119469932,57210.84958119871,99.4,Research into long-term planetary defense strategies.
CAD,2025 RW3,0.012349829536249602,15.1006462545905,1597633.1222643494,84.0,Temporary exclusion zones around predicted impact sites.
CAD,2025 SL2,0.027205766299603442,14.3879803546701,7054711.388321612,29.5,Public alert system for meteor airburst warnings.
CAD,2025 SD1,0.01937585889721191,5.90025746624337,7709329.630689218,22.9,Use nuclear devices only as last-resort deflection.
CAD,2025 RD4,0.018614910955225727,19.304873866655,2433785.881619565,75.7,Meteor insurance programs for property damage.
CAD,2025 SH2,0.020317064675935182,14.1746920102957,4218904.447858335,57.8,Marine alerts for potential tsunami from ocean impacts.
CAD,2025 SQ4,0.018847812950557076,8.61210523371584,985713.6455982657,90.1,Post-impact environmental monitoring plans.
CAD,2025 RX2,0.04934702360923829,11.8305506422432,8146143.689099516,18.5,Deploy kinetic impactor to change asteroid trajectory.
CAD,2022 LK1,0.08288214136691106,13.7779478560762,8812367.19119381,11.9,International coordination for disaster management.
CAD,2025 ST1,0.01193605917177076,8.04635195697144,1865967.3576336533,81.3,Temporary exclusion zones around predicted impact sites.
CAD,2025 SO1,0.028817809299157653,11.3724489602837,3699466.8537033084,63.0,Reinforcement of buildings against shockwaves.
CAD,2025 SN4,0.027967971159012322,10.6479766851746,720935.909045622,92.8,Post-impact environmental monitoring plans.
CAD,2025 SD5,0.012332779396745938,6.52147330447782,838935.5749575988,91.6,Post-impact environmental monitoring plans.
CAD,2025 RE6,0.008430648121743106,13.390888821569,2080642.7222780327,79.2,Meteor insurance programs for property damage.
CAD,2025 SC5,0.0609903271779638,12.8837121884913,1136292.5934646046,88.6,Analysis of meteor composition for chemical hazards.
CAD,2025 PJ1,0.13135934162901702,11.8494920145527,4444966.033955263,55.6,Marine alerts for potential tsunami from ocean impacts.
CAD,2025 RL7,0.023793644203275375,15.0062633808611,7925427.048781496,20.7,Use nuclear devices only as last-resort deflection.
CAD,2025 SK3,0.013535084240488772,8.60931007507636,2552368.412758302,74.5,Rapid response teams for search & rescue.
CAD,2025 ST5,0.02917836569950778,12.9843295176537,5360054.140623738,46.4,Emergency medical preparation for blast injuries.
CAD,2025 SV5,0.007339406853632132,15.1481548503932,663857.8082964208,93.4,Post-impact environmental monitoring plans.
CAD,2025 SF4,0.041272517761826236,8.20188045380542,6287304.298791454,37.1,Simulation drills for cities under high risk.
CAD,2025 SK22,0.018666416980427154,8.10895645423804,3763781.5162776075,62.4,Reinforcement of buildings against shockwaves.
CAD,2025 SG4,0.03611278340438415,10.3551386935517,7123080.019295744,28.8,Public alert system for meteor airburst warnings.
CAD,2025 SB29,0.02652534022827424,7.71348058585349,4606452.291085753,53.9,Fire suppression readiness in case of fireball impacts.
CAD,2025 RO3,0.03390478253054489,16.8199339514093,3495014.6502566263,65.0,Debris shielding for satellites in orbit.
CAD,2025 ST4,0.005588058745969508,11.734933891792,86971.19752405405,99.1,Research into long-term planetary defense strategies.
CAD,2025 SM5,0.04357736469479859,14.2925434024176,4864518.5286782235,51.4,Fire suppression readiness in case of fireball impacts.
CAD,2022 SW12,0.21108674503227945,17.6241783765529,5742248.024755569,42.6,Satellite observation to track fragmenting meteors.
CAD,2025 SL22,0.006529214901005597,4.77558836870187,1273902.3408087261,87.3,Analysis of meteor composition for chemical hazards.
CAD,2025 SP3,0.006626145423892811,12.3435159914443,410024.2533816303,95.9,Research into long-term planetary defense strategies.
CAD,2025 SR7,0.022297745955043972,12.3507382595578,1388002.931696754,86.1,Analysis of meteor composition for chemical hazards.
CAD,2018 QT1,0.13441909375958688,12.6521407157826,5032225.551831026,49.7,Emergency medical preparation for blast injuries.
CAD,2025 SZ4,0.05867606258143493,17.0628189489077,1892040.9301008866,81.1,Temporary exclusion zones around predicted impact sites.
CAD,2025 SO15,0.012191607238374536,6.67511854680838,2868976.6387574407,71.3,Rapid response teams for search & rescue.
CAD,2025 SK12,0.005932817143961301,15.3268328434466,300466.0983263524,97.0,Research into long-term planetary defense strategies.
CAD,2025 SR3,0.06824344826122956,24.1562988228857,6415172.432075599,35.8,Simulation drills for cities under high risk.
CAD,2025 SV4,0.0035112436201215624,7.37087123321887,229857.8995165493,97.7,Research into long-term planetary defense strategies.
CAD,2021 RN16,0.007386878624779323,8.81287460811491,3877110.5647071265,61.2,Reinforcement of buildings against shockwaves.
CAD,2025 SM2,0.01704751036236688,13.1844470917024,2521892.5376422987,74.8,Rapid response teams for search & rescue.
CAD,2025 SU7,0.0023749855034611977,9.38393394435317,71974.52697063265,99.3,Research into long-term planetary defense strategies.
CAD,2025 SJ15,0.042156152131103575,8.18341652360508,7774356.670694195,22.3,Use nuclear devices only as last-resort deflection.
CAD,2025 SM6,0.018865180424600936,14.275430226531,1696678.1475895967,83.0,Temporary exclusion zones around predicted impact sites.
CAD,2025 SU4,0.0015355393955242326,9.18083756265878,22380.871630046047,99.8,Research into long-term planetary defense strategies.
CAD,2025 SR10,0.01666713538315221,7.30269896203689,2090739.888995234,79.1,Meteor insurance programs for property damage.
CAD,2025 TJ1,0.04565212135945533,18.7052979916109,6157469.350786308,38.4,Simulation drills for cities under high risk.
CAD,2025 SX,0.016145851846559315,5.04919571632621,5718697.228437101,42.8,Satellite observation to track fragmenting meteors.
CAD,2025 SD15,0.028870942588185008,15.7850021209218,2457877.643879079,75.4,Meteor insurance programs for property damage.
CAD,2025 SN15,0.0199738122421289,12.7663298849114,1035118.3129288709,89.6,Analysis of meteor composition for chemical hazards.
CAD,2025 SP10,0.026746130734877107,11.3470671634359,4804049.1248117015,52.0,Fire suppression readiness in case of fireball impacts.
CAD,2025 TJ,0.030978541229487053,11.7457111745733,6182472.310325846,38.2,Simulation drills for cities under high risk.
CAD,2025 SM22,0.012504345448139451,14.1986781305926,1042619.552744006,89.6,Analysis of meteor composition for chemical hazards.
CAD,2025 RX3,0.01739646321551328,11.1614683254234,5771222.793692798,42.3,Satellite observation to track fragmenting meteors.
CAD,2025 RX4,0.04065003867309508,9.97209826204979,1085046.0804124132,89.1,Analysis of meteor composition for chemical hazards.
CAD,2025 TU2,0.02731875876059891,7.2428102102352,4618572.622031698,53.8,Fire suppression readiness in case of fireball impacts.
CAD,2025 SB4,0.02230801681130317,17.584056189525,1406474.1032368278,85.9,Analysis of meteor composition for chemical hazards.
CAD,2025 SA5,0.02177012702602559,5.70746457522859,7590624.006569277,24.1,Use nuclear devices only as last-resort deflection.
CAD,2025 SW,0.08946660616855456,8.07949486469107,1599883.8391144418,84.0,Temporary exclusion zones around predicted impact sites.
CAD,2025 SS,0.025648440454193223,8.84631441180387,1923452.9045333397,80.8,Temporary exclusion zones around predicted impact sites.
CAD,2025 RC4,0.01960924908297743,9.98865634321464,3262172.396685577,67.4,Debris shielding for satellites in orbit.
CAD,2025 TW1,0.03308727211043444,8.37439878747028,9879911.48141665,1.2,Early detection and orbit monitoring to plan deflection.
CAD,2025 SL15,0.0068180622659265435,18.9116141399393,237180.18973975608,97.6,Research into long-term planetary defense strategies.
CAD,2025 RE5,0.02650092073439454,7.93646220722802,6761908.360303991,32.4,Secure critical infrastructure in potential impact zones.
CAD,2025 SU3,0.0422144332574944,9.8745251807406,7037821.046474832,29.6,Public alert system for meteor airburst warnings.
CAD,2025 SW20,0.015763801702273587,19.1395488850958,659954.8479353094,93.4,Post-impact environmental monitoring plans.
CAD,2025 SU11,0.014496426673101631,13.5382432833828,1991981.890739214,80.1,Temporary exclusion zones around predicted impact sites.
CAD,2025 SD4,0.022859196616467226,19.3269488497821,1750622.4056800546,82.5,Temporary exclusion zones around predicted impact sites.
CAD,2025 SS7,0.003466258623985048,5.4637128981729,286758.125408542,97.1,Research into long-term planetary defense strategies.
CAD,2025 TU,0.02546015029936214,11.1832777082243,7740297.252638118,22.6,Use nuclear devices only as last-resort deflection.
CAD,2025 SL27,0.011664361294185379,6.19344747340263,769387.0280230137,92.3,Post-impact environmental monitoring plans.
CAD,2025 TV1,0.022256709796391796,14.0430383506712,3036027.3888548464,69.6,Debris shielding for satellites in orbit.
CAD,2025 TH,0.026257958832709236,13.806040224336,3756515.498109784,62.4,Reinforcement of buildings against shockwaves.
CAD,2025 SW6,0.00670904898944263,5.71941153232137,941733.002971407,90.6,Post-impact environmental monitoring plans.
CAD,2025 TD,0.011712806350797886,7.20928586594079,826504.3268139991,91.7,Post-impact environmental monitoring plans.
CAD,2025 TL1,0.03834078169851446,10.9639274576238,4603453.235682987,54.0,Fire suppression readiness in case of fireball impacts.
CAD,2025 SN20,0.018334157721921943,8.72984575788266,2575477.6331212465,74.2,Rapid response teams for search & rescue.
CAD,2025 SG15,0.02449407047676682,7.72062589277272,350925.10786476295,96.5,Research into long-term planetary defense strategies.
CAD,2025 TN,0.020723397773422386,9.29240179066424,1211662.5647561625,87.9,Analysis of meteor composition for chemical hazards.
CAD,2025 SA1,0.02001985663467025,8.71582384451165,1930173.667758272,80.7,Temporary exclusion zones around predicted impact sites.
CAD,2025 SO20,0.0074380820212547666,9.56351098702892,136891.0709725016,98.6,Research into long-term planetary defense strategies.
CAD,2025 ST6,0.02915150380380778,20.5100027815611,2816369.9329577615,71.8,Rapid response teams for search & rescue.
CAD,2019 SF6,0.01988204091097733,8.444019042645,7655215.596526784,23.4,Use nuclear devices only as last-resort deflection.
CAD,2025 SB21,0.0019340200099173255,8.12918129193843,233993.5249775469,97.7,Research into long-term planetary defense strategies.
CAD,2025 RV6,0.025215115574361284,8.64546761663009,7920819.279069812,20.8,Use nuclear devices only as last-resort deflection.
CAD,2025 SS5,0.009338152522606506,7.95587330265558,104351.60326704441,99.0,Research into long-term planetary defense strategies.
CAD,2025 SL,0.038856257013663596,9.49797655603204,7863982.322169927,21.4,Use nuclear devices only as last-resort deflection.
CAD,2025 SC4,0.02292244625326883,5.46889009258254,7375261.018544331,26.2,Public alert system for meteor airburst warnings.
CAD,2025 RH4,0.051982954943197025,17.2410914392203,6820970.027191074,31.8,Secure critical infrastructure in potential impact zones.
CAD,2025 TA,0.01835105188408209,8.61952747598667,2610668.969260384,73.9,Rapid response teams for search & rescue.
CAD,2025 SP20,0.011881217961409,10.9027172586309,1912928.6556614921,80.9,Temporary exclusion zones around predicted impact sites.
CAD,2025 OD13,0.1394636294040768,10.3967709613064,7839276.441861232,21.6,Use nuclear devices only as last-resort deflection.
CAD,152664,0.4115863498816935,18.6064298526117,3852719.3748176796,61.5,Reinforcement of buildings against shockwaves.
CAD,2025 TR,0.007044675016174151,13.5429772911553,1094714.6649641914,89.1,Analysis of meteor composition for chemical hazards.
CAD,2025 TK,0.01745263327392797,11.7603045314474,1461418.0196869096,85.4,Analysis of meteor composition for chemical hazards.
CAD,2023 EH2,0.05110471411041415,17.8479387621266,7589014.572821909,24.1,Use nuclear devices only as last-resort deflection.
CAD,2025 SK27,0.0466939875418565,10.8167818483202,8843047.67945963,11.6,International coordination for disaster management.
CAD,2025 TP2,0.02403593180198717,30.4296903180958,1313602.8791750988,86.9,Analysis of meteor composition for chemical hazards.
CAD,2025 TN1,0.012836923796012562,7.51743261357455,3347910.4578400566,66.5,Debris shielding for satellites in orbit.
CAD,2025 SA3,0.017284664854867814,7.21207740818365,2681697.2031992325,73.2,Rapid response teams for search & rescue.
CAD,2025 SX10,0.00932955572586757,3.26589083802758,2533819.0647849566,74.7,Rapid response teams for search & rescue.
CAD,2025 SM27,0.02177012702602559,7.84997110934384,4611839.690707478,53.9,Fire suppression readiness in case of fireball impacts.
CAD,2025 TE,0.0072754684728362,14.870882822406,279945.24902816274,97.2,Research into long-term planetary defense strategies.
CAD,2025 TK1,0.03965162252213337,9.73457238416885,6021797.627846322,39.8,Simulation drills for cities under high risk.
CAD,2025 TF,0.0016220377712549063,20.8761143006887,6780.468799785031,99.9,Research into long-term planetary defense strategies.
CAD,2025 TQ,0.005873013012744399,10.0770567162705,310829.4951381515,96.9,Research into long-term planetary defense strategies.
CAD,2020 SA,0.049029894990972586,12.489140554476,8378998.53278404,16.2,Deploy kinetic impactor to change asteroid trajectory.
CAD,2025 SQ12,0.03151091129204134,12.8515520845465,6546238.977310002,34.5,Secure critical infrastructure in potential impact zones.
CAD,2025 SZ,0.00789697863604589,1.98957687519212,3464848.3942290484,65.4,Debris shielding for satellites in orbit.
CAD,2019 SG4,0.039125595720102914,13.4401664173105,8333127.526833692,16.7,Deploy kinetic impactor to change asteroid trajectory.
CAD,2025 TB,0.01733249019154304,11.8540669258308,1363936.5221962286,86.4,Analysis of meteor composition for chemical hazards.
CAD,2025 SY21,0.014623824386701172,20.5382519480791,1707958.148081566,82.9,Temporary exclusion zones around predicted impact sites.
CAD,2025 TP,0.005110471411041416,14.7102960698041,107633.50076514362,98.9,Research into long-term planetary defense strategies.
CAD,2025 QL23,0.07489640342718665,9.95578973021519,2729884.2256433787,72.7,Rapid response teams for search & rescue.
CAD,2025 SY,0.014456426853193058,5.8822255549963,4673627.810599965,53.3,Fire suppression readiness in case of fireball impacts.
CAD,2025 TG,0.01364774700298878,6.06195648365471,1995837.351900569,80.0,Temporary exclusion zones around predicted impact sites.
CAD,2025 TP1,0.011242449957371904,12.6266565197655,225393.35711968062,97.7,Research into long-term planetary defense strategies.
CAD,2025 SH,0.011853891918387418,3.72971756588885,1393391.534106625,86.1,Analysis of meteor composition for chemical hazards.
CAD,2025 SV21,0.02117683062583825,7.22005776691633,9132044.466542512,8.7,Evacuation of high-risk areas if impact is imminent.
CAD,2025 TQ2,0.0026562011665970833,14.7076928628233,11233.961172958947,99.9,Research into long-term planetary defense strategies.
CAD,2020 GE1,0.013503954410579272,4.672631834719,5256534.098726122,47.4,Emergency medical preparation for blast injuries.
CAD,2024 TW,0.005760510374383561,11.8351736661128,7983747.431885546,20.2,Use nuclear devices only as last-resort deflection.
CAD,2025 TC,0.01394636294040768,16.1451012842963,85671.4552054615,99.1,Research into long-term planetary defense strategies.
CAD,2025 TS,0.012018795981344994,9.14884961084592,647814.665086299,93.5,Post-impact environmental monitoring plans.
CAD,2025 SV6,0.013045507028178483,4.97049351915377,1792177.2494226901,82.1,Temporary exclusion zones around predicted impact sites.
CAD,2025 RH2,0.0371929788461875,5.07396003059961,7510308.154450543,24.9,Use nuclear devices only as last-resort deflection.
CAD,2025 SE29,0.1064292405373422,8.64385638818905,4753640.469836696,52.5,Fire suppression readiness in case of fireball impacts.
CAD,2021 SY3,0.01414037617489543,5.92940088539416,7782741.858654161,22.2,Use nuclear devices only as last-resort deflection.
CAD,2025 SZ27,0.032483361334561506,16.4137995109645,1180837.1988174946,88.2,Analysis of meteor composition for chemical hazards.
CAD,2025 SS3,0.06383530872694904,12.9962346814756,9826487.47022279,1.7,Early detection and orbit monitoring to plan deflection.
